hashtag,index,abstract,raw_labels,abstract_df_idx,emoji_s,count
对你好和为你好的区别,5051,导语：对你好和为你好的区别是什么？带话题讨论一下，说说你的想法～,"[1, 2, 9]",6183,"(1, 2, 9, 0, 21, 4, 22, 23, 3, 14, 11, 8, 10, 20, 7, 6, 16)","(364, 31, 27, 23, 15, 9, 9, 7, 5, 5, 3, 2, 2, 2, 1, 1, 1)"
女孩子才懂的日常纠结,4457,导语：女孩子的这些日常纠结你中了多少？本人表示有被内涵到～,"[3, 2, 5]",6184,"(3, 2, 5, 8, 18, 16, 9, 0, 20, 22, 23, 14, 6, 13, 11, 19, 4, 15, 1, 21, 12)","(166, 56, 34, 22, 16, 15, 11, 11, 10, 9, 8, 8, 7, 7, 4, 4, 3, 3, 2, 1, 1)"
清平乐,8925,导语：@微博电视剧 推荐：#电视剧清平乐#王凯、江疏影、任敏、杨玏、边程、叶祖新、喻恩泰、王楚然、刘钧、冯晖、张本煜主演，吴越、许龄月、曹曦文特别出演的电视剧，湖南卫视&腾讯视频等你来看！,"[4, 0, 3]",6185,"(4, 0, 3, 2, 8, 7, 18, 1, 11, 13, 6, 5, 16, 19, 12, 9, 21, 14, 10, 20, 22, 23, 17, 15)","(12797, 7553, 6752, 2498, 2113, 1900, 1868, 680, 619, 404, 383, 322, 191, 169, 162, 100, 81, 75, 71, 67, 54, 54, 46, 31)"
武汉要求各区负责人签责任状,8257,导语：2月19日晚，武汉市新冠肺炎疫情防控指挥部正在召开视频调度会，调度3天拉网大排查开展情况。会上，湖北省委常委、武汉市委书记王忠林要求各区区委书记、区长都要签“责任状”，对确诊病例一个都不居家等问题进行承诺，下一步，如果出现疏漏，立马追责问责。“说出去的话，泼出去的水，是收不回来的,"[5, 11, 13]",6186,"(5, 11, 13, 19, 23, 1, 6, 10, 16, 14, 12, 17, 20, 0, 3, 22, 15)","(449, 11, 10, 9, 8, 6, 6, 6, 6, 6, 5, 5, 3, 2, 1, 1, 1)"
奢侈品涨价潮来袭,4394,导语：#奢侈品涨价潮来袭#：LV两月涨两次、传香奈儿即将涨价，你会为此买单吗 ？,"[1, 2, 6]",6187,"(1, 2, 6, 9, 3, 5, 19, 8, 16, 10, 7, 20, 0, 12, 13, 17, 18, 4, 21, 11, 22, 23, 14)","(1012, 258, 159, 141, 78, 57, 46, 36, 32, 17, 14, 13, 12, 10, 9, 6, 5, 4, 4, 3, 2, 2, 2)"
追我吧永久停播,12297,导语：就高以翔录制《追我吧》去世事件，浙江卫视接受媒体采访还原了事发当天的情况，并表示会永久停播《追我吧》节目。,"[6, 11, 19]",6188,"(6, 11, 19, 5, 1, 8, 23, 15, 2, 13, 9, 4, 20, 10, 14, 17, 12, 7, 0, 22, 16, 18, 3, 21)","(842, 60, 39, 31, 19, 16, 13, 12, 11, 10, 9, 9, 9, 8, 8, 8, 7, 6, 6, 5, 5, 4, 2, 2)"
笑点上的朋友,10390,导语：这个夏天，跟随美年达代言人宋祖儿、黄明昊，双份美年达，果味大爆发！,"[7, 1, 20]",6189,"(7, 1, 20, 0, 2, 5, 21, 18, 6)","(180, 69, 17, 16, 11, 8, 7, 2, 2)"
17个省份明确高校开学时间,59,导语：截至4月20日晚，安徽、上海、云南、江西、河南、陕西等17省区市已公布高校计划开学时间，你的大学定了没？,"[4, 5, 6]",6190,"(4, 5, 6, 20, 7, 3, 2, 19, 12, 16, 9, 11, 18, 10, 22, 13, 14, 8, 15, 0, 23, 1, 21, 17)","(2894, 682, 329, 284, 193, 183, 142, 85, 80, 71, 55, 37, 34, 27, 25, 25, 21, 19, 19, 15, 13, 9, 8, 7)"
没有梦想的大衣,8565,导语：印着NO DREAM 立体字母的大衣！如果这样走在路上回头率一定很高,"[1, 3, 11]",6191,"(1, 3, 11, 8, 2, 0, 9, 21, 22, 19)","(183, 33, 10, 8, 7, 6, 2, 1, 1, 1)"
老师地震逆行冲回教室,10920,导语：9日，四川绵阳4.6级地震。北川永昌幼儿园师生都在往外疏散时，幼儿园老师熊文燕却冲向教室，跑到自己班，将小朋友疏散到安全区域，,"[0, 14, 5]",6192,"(0, 14, 5, 2, 4, 3, 8, 12, 16)","(736, 116, 33, 9, 6, 5, 1, 1, 1)"
国际货币基金组织说中国正在恢复,3948,导语：当地时间27日，国际货币基金组织IMF总裁格奥尔基耶娃在记者会上强调：中国采取的控制疫情的措施，对第一季度GDP产生了明显影响。中国目前在加紧复工复产，不仅正在从危机转向恢复，也在向其他国家提供专业经验。,"[5, 18, 6]",6193,"(5, 18, 6, 9, 13, 19, 7, 0, 17, 1, 14, 16, 20, 3, 22, 2, 21, 12)","(311, 18, 16, 13, 13, 9, 8, 8, 8, 6, 6, 4, 3, 2, 2, 1, 1, 1)"
你有超过十年的爱好吗,2026,导语：你的哪些习惯和爱好，不知不觉已经形成了十年以上。长时间的积累，你从其中获得什么益处？ ​[/cp],"[2, 3, 0]",6194,"(2, 3, 0, 21, 8, 18, 22, 9, 17, 11, 4, 12, 14, 15, 10, 19, 7, 5, 16, 20)","(2230, 547, 227, 109, 72, 47, 22, 18, 13, 10, 10, 10, 9, 6, 6, 4, 3, 3, 3, 2)"
人鱼公主妆,1746,导语：你们喜欢这款人鱼公主妆吗……？,"[1, 3, 0]",6195,"(1, 3, 0, 9, 8, 4, 16, 10, 2, 22)","(58, 16, 13, 8, 3, 3, 3, 2, 1, 1)"
大明风华定档,4230,导语：《大明风华》12月17日起每晚20: 00湖南卫视金鹰独播剧场播出！22：00优酷全网独播，会员抢先看~,"[7, 0, 3]",6196,"(7, 0, 3, 4, 18, 2, 8, 10, 16, 17, 13, 9, 22, 19)","(116, 33, 13, 6, 5, 4, 3, 3, 3, 3, 2, 1, 1, 1)"
河南对武汉来豫人员免费核酸检测,8608,导语：河南省政府新闻办7日消息称，该省2例境外输入确诊病例已治愈出院。即日起，对武汉市来豫返豫人员等全部免费开展新冠肺炎核酸检测和血清检测。,"[5, 0, 13]",6197,"(5, 0, 13, 1, 8, 14, 23, 16, 7, 4, 11, 2, 6, 15, 18, 17, 9, 3, 19)","(4951, 171, 94, 56, 18, 18, 12, 11, 10, 9, 8, 8, 8, 6, 2, 2, 1, 1, 1)"
小汤山医院首位治愈患者出院,5141,导语：30日，北京#小汤山医院首位治愈患者出院#。自3月16日启用至3月28日24时，小汤山医院累计接收境外来京返京需筛查人员2002人，其中机场转运1682人、各区隔离观察点转运320人，最多一天接待需筛查人员394人，累计确诊新冠肺炎病例43例。,"[5, 0, 11]",6198,"(5, 0, 11, 6, 10, 9, 4, 19, 17, 13, 16, 20, 12, 3, 2, 23)","(297, 102, 21, 18, 17, 9, 6, 6, 6, 5, 4, 4, 3, 1, 1, 1)"
最搞笑的一次购物经历,7295,导语：来说出你最搞笑的购物经历！！文字，晒图都可以！！！,"[3, 2, 8]",6199,"(3, 2, 8, 7, 6, 16, 9, 19, 21, 12)","(143, 54, 28, 13, 5, 5, 3, 3, 1, 1)"
爸妈躺被窝套路儿子做早饭,9438,导语：近日，一个跳国标拉丁还会做饭的帅小伙儿火了。爸爸问妈妈饿不饿，妈妈说有点儿，他犹豫了一会儿，开始招呼隔壁的儿子，夫妻俩还躺在被窝里“套路”儿子起床做早饭。男孩从小学习国标拉丁，不仅会做饭，成绩也不差，他吐槽：自从放了寒假就被爸妈当长工使唤。,"[3, 2, 8]",6200,"(3, 2, 8, 11, 12, 16, 7, 19, 20, 18, 5, 6, 0, 10, 23, 17, 9, 21, 4, 22)","(164, 88, 32, 12, 8, 8, 7, 7, 7, 6, 6, 5, 5, 5, 5, 4, 2, 2, 1, 1)"
受伤考拉穿纸尿裤晒太阳复健,3291,导语：1月12日，在澳大利亚新南威尔士州，一只被山火烧伤的小考拉坐在草坪晒太阳的视频走红网络。小考拉穿着纸尿裤，仿佛一个小婴儿在草地上爬来爬去，身上的烧伤已恢复良好。,"[12, 4, 0]",6201,"(12, 4, 0, 17, 7, 18, 10, 15, 14, 16, 19, 20, 9, 13, 3, 23, 8, 1, 6)","(2825, 482, 224, 20, 19, 14, 14, 9, 9, 7, 6, 6, 5, 5, 4, 2, 1, 1, 1)"
女子天门山翼装飞行时失踪,4428,导语：5月12日在湖南张家界。一女子在天门山翼装飞行时，偏离飞行路线失踪。官方称，女子失踪时身上未带手机和定位设备，目前还没有找到。蓝天救援队搜救人员表示，由于当地降雨和出事地地形复杂，搜救难度很大。,"[10, 15, 0]",6202,"(10, 15, 0, 19, 23, 1, 4, 22, 16, 3, 6, 12, 18, 8, 2, 21, 5, 14, 13, 20, 11)","(271, 48, 39, 21, 15, 14, 13, 12, 12, 11, 10, 10, 9, 9, 9, 9, 9, 8, 5, 3, 1)"
景区回应女子天门山翼装飞行失联,7229,导语：5月12日，北京某文化传媒公司在张家界天门山景区取景拍摄极限运动短纪录片。当日上午11点19分，参与拍摄的两名翼装飞行员从飞行高度约2500米的直升机上起跳，进行高空翼装飞行，其中一名女翼装飞行员在飞行过程中因偏离计划路线导致失联。,"[0, 4, 10]",6203,"(0, 4, 10, 19, 18, 16, 12, 2, 1, 5, 23, 3, 13, 9, 21, 15)","(36, 28, 20, 16, 7, 7, 4, 3, 3, 3, 3, 2, 2, 1, 1, 1)"
刘耀文私生 追踪器,2639,导语：抵制私生，保护艺人安全。上咪咕视频，看更多精彩内容。,"[6, 1, 4]",6204,"(6, 1, 4, 11, 5, 12, 0, 9, 15, 8, 21, 3, 7, 19, 13, 10, 18, 2, 23, 16, 14, 22, 17, 20)","(8212, 216, 168, 128, 58, 39, 21, 17, 15, 11, 11, 10, 10, 10, 10, 8, 6, 6, 4, 4, 4, 3, 3, 3)"
公共场所发现病例停用空调通风系统,2393,导语：国务院联防联控机制12日印发《新冠肺炎流行期间办公场所和公共场所空调通风系统运行管理指南》，当场所发现疑似、确诊新型冠状病毒感染的肺炎病例，或集中空调通风系统的类型、供风范围等情况不清楚，应当停止使用空调通风系统。 ​,"[5, 13, 0]",6205,"(5, 0, 13, 4, 14, 20, 9, 18, 7, 3, 6, 23, 8, 11, 19, 12, 22, 1, 16, 21, 17, 2, 15, 10)","(186, 24, 24, 20, 17, 15, 14, 9, 9, 8, 8, 8, 7, 6, 6, 6, 5, 5, 5, 4, 4, 2, 2, 2)"
专家回应日常是否要戴手套,1114,导语：李兰娟：在医院里，医务人员接触患者，接触污染物质的时候，是应该戴手套的。但在外环境中，毕竟（污染物质）量是有限的，所以只要勤洗手就可以了。,"[0, 21, 16]",6206,"(0, 21, 16, 22, 3, 4, 23, 7, 1, 15, 13, 19, 14, 12, 8, 5, 20, 11, 18, 2, 6)","(45, 42, 17, 16, 13, 9, 9, 8, 8, 5, 5, 4, 4, 3, 2, 2, 2, 1, 1, 1, 1)"
第一次和人连麦睡觉,10406,导语：姐妹你有过和别人连麦睡着的经历吗？第一次连麦睡着是和谁？,"[8, 2, 3]",6207,"(8, 2, 3, 1, 0, 16, 19, 4, 7, 22, 6, 13, 18, 5, 17, 10, 20, 9, 21, 11, 12, 14)","(1107, 381, 296, 87, 48, 23, 19, 14, 11, 10, 10, 9, 8, 8, 8, 7, 7, 6, 6, 5, 2, 1)"
斯黛拉怼江达琳,6787,导语：斯黛拉怒怼江达琳，并且要求罢免江达琳总裁职位，带话题发微博聊聊你的看法,"[13, 5, 3]",6208,"(13, 5, 3, 1, 11, 6, 9, 2, 19, 8, 16, 23, 7, 21, 12, 4, 22, 14, 17, 10, 15, 20, 0, 18)","(4063, 447, 222, 150, 93, 79, 78, 52, 22, 19, 18, 16, 14, 14, 12, 9, 9, 8, 8, 7, 5, 5, 3, 2)"
房似锦弟弟窝囊,6518,导语：房似锦弟弟房家栋面对母亲不敢反对，面对姐姐只希望一味地被保护“啃姐”连爷爷去世实情都不敢告诉姐姐……,"[11, 6, 4]",6209,"(11, 6, 4, 1, 10, 3, 22, 2, 15, 23, 16, 17, 14, 0, 5, 8, 9, 21, 19)","(245, 222, 30, 17, 16, 15, 9, 8, 8, 7, 6, 6, 5, 4, 3, 2, 2, 1, 1)"
武汉火神山医院第一间病房建成,8221,导语：与时间赛跑！#武汉火神山医院第一间病房建成#！持续关注！,"[5, 13, 14]",6210,"(5, 13, 14, 0, 4, 22, 1, 11, 7, 8, 20, 2, 6, 23, 10, 18, 9, 21, 15, 19, 12, 3, 16, 17)","(3328, 356, 163, 91, 58, 42, 27, 26, 26, 24, 24, 23, 23, 22, 21, 19, 19, 19, 18, 18, 18, 15, 15, 15)"
迪丽热巴身材,12276,导语：迪丽热巴一身白色镂空羽毛裙，大秀长腿细腰，绝绝子！,"[4, 7, 0]",6211,"(4, 7, 0, 16, 22, 2, 8, 14, 5, 17, 3, 10, 9, 18, 19, 12, 23, 11, 20, 1, 15, 6)","(799, 527, 318, 86, 51, 41, 20, 20, 15, 14, 12, 12, 10, 9, 8, 8, 8, 5, 3, 2, 2, 1)"
特战队员手茧太多不敢牵女友,9463,导语：1秒钟完成5次击发，1.52秒命中5个目标，最快单发射速间隔0.15秒......就是这样一位能打出极限纪录的特战快枪手，却说不敢牵女朋友的手。,"[17, 4, 0]",6212,"(17, 4, 0, 5, 14, 20, 7, 3, 2, 6, 10, 11, 1, 19, 13, 15, 8, 9, 18, 12)","(1716, 379, 151, 56, 32, 18, 15, 12, 11, 9, 9, 8, 8, 7, 7, 6, 5, 5, 2, 1)"
立体兔眼影盘,10366,导语：快来看看可爱的兔兔，造型是可以立起来的小兔几，太可爱了！,"[1, 7, 12]",6213,"(1, 7, 12, 2, 8, 17, 23, 0, 11, 3, 16, 4, 21, 15, 6)","(184, 33, 9, 8, 7, 7, 6, 4, 2, 2, 2, 1, 1, 1, 1)"
伊朗平均每小时有50人感染,1873,导语：日前，伊朗卫生部发言人贾汗普尔表示，现在伊朗疫情非常严峻，医疗物资也很缺乏，一些民众不予合作，导致伊朗平均每小时就有50人感染病毒。,"[15, 4, 1]",6214,"(15, 4, 1, 12, 10, 13, 9, 5, 18, 22, 16, 14, 6, 20, 7, 2, 23, 21, 0)","(1564, 467, 245, 121, 113, 50, 21, 20, 17, 17, 16, 16, 9, 9, 5, 5, 4, 3, 2)"
范闲插旗挑衅,11379,导语：@微博电视剧推荐：看小范大人身临“齐”境 一鸣惊人，车顶插旗挑衅太A了。,"[7, 2, 3]",6215,"(7, 2, 3, 8, 0, 5, 19, 4, 17, 9, 6, 13, 23, 14, 16, 11, 18, 15, 1, 22, 10, 21, 20)","(718, 158, 154, 86, 60, 31, 22, 18, 15, 14, 14, 13, 13, 12, 11, 9, 9, 8, 7, 6, 6, 5, 1)"
耿爽说没收到美国所谓1亿援助,10975,导语：耿爽：别的国家是否收到我不清楚，但迄今为止中方从未收到来自美国政府的资金和援助。中方已正式回复美方，表示感谢，并请美方尽快将这笔物资捐助给更需要它的国家。,"[2, 21, 3]",6216,"(2, 21, 3, 6, 1, 8, 19, 5, 11, 14, 9, 10, 13, 12, 18, 16, 20, 4, 22, 0, 17, 7, 15, 23)","(9044, 419, 345, 234, 213, 194, 141, 117, 99, 71, 48, 19, 16, 13, 11, 9, 7, 6, 6, 6, 6, 5, 5, 3)"
队医称武磊恢复得不错,12805,导语：古斯彻采访了西班牙人队医，后者确认，“被感染的球员们都恢复得不错，有望在本月内康复。在一个月后，也就是最早在四月底之前。他们的身体机能就能重新投入训练和比赛。,"[0, 4, 19]",6217,"(0, 4, 19, 9, 12, 13, 16, 10, 15, 17, 14, 5, 2, 22, 6, 1)","(578, 34, 16, 11, 11, 11, 10, 9, 8, 8, 6, 5, 4, 3, 3, 1)"
上网课划水的后果,1040,导语：大家在学校上课和在家上网课哪个更容易划水？是不是一考试感觉自己什么都不会。,"[2, 3, 16]",6218,"(2, 3, 16, 4, 0, 19, 6, 1, 13, 23, 8, 22, 18, 7, 15, 9, 20, 11, 5, 12, 17, 21, 10)","(2418, 498, 231, 68, 55, 34, 21, 18, 14, 13, 11, 11, 9, 8, 8, 7, 7, 6, 6, 5, 5, 1, 1)"
李文亮等33人追授中国青年五四奖章,7608,导语：第24届“中国青年五四奖章”抗疫追授个人（共33人）名单公布，其中李文亮、夏思思等人入选。 ​​​,"[0, 10, 4]",6219,"(0, 10, 4, 1, 6, 5, 11, 14, 9, 2, 3, 19, 17, 22, 16)","(2112, 345, 167, 87, 72, 61, 45, 7, 6, 6, 5, 4, 4, 2, 1)"
TheShy滑板鞋,784,导语：2020lpl春季赛VG vs IG的比赛中，IG Theshy连续两局拿到了滑板鞋上单。并打出了惊人的压制力，最终2:0带领队伍赢下了比赛,"[3, 2, 0]",6220,"(3, 2, 0, 5, 1, 8, 16, 7, 17, 9, 6, 10, 14, 18, 22, 12, 11, 13, 15, 20, 23, 21, 19)","(942, 475, 345, 143, 111, 44, 30, 25, 19, 17, 15, 12, 10, 9, 9, 8, 7, 7, 5, 5, 3, 1, 1)"
宇芽前男友被行拘,4822,导语：宇芽前男友陈某被公安机关行政拘留20日，并处罚款。,"[6, 14, 5]",6221,"(6, 14, 5, 13, 11, 18, 1, 20, 2, 22, 19, 10, 16, 8, 9, 4, 3, 7, 15, 0, 12, 23, 17)","(56, 9, 7, 7, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)"
晒情侣昵称大赛,7207,导语：来晒一下你的情侣昵称吧！转评赞≥5即可入围，速速来参赛吧！,"[19, 2, 20]",6222,"(19, 2, 20, 0, 1, 11, 3, 6, 21, 8, 5, 23, 9, 10, 14, 17, 18, 16)","(1713, 341, 215, 142, 121, 67, 37, 37, 10, 9, 9, 8, 5, 5, 5, 5, 2, 2)"
迪拜人造流星雨,12291,导语：虽然不是真的流星雨！但是一起来许个愿吧！！希望今年开开心心！,"[20, 16, 2]",6223,"(20, 16, 2, 7, 3, 5, 1, 8, 15, 19, 14, 9, 21, 10, 18, 11, 6, 12, 0, 23, 17, 22, 4, 13)","(4013, 539, 373, 262, 117, 82, 71, 39, 27, 18, 15, 10, 9, 9, 8, 7, 7, 7, 6, 6, 6, 3, 2, 2)"
美国新冠病毒确诊超60万例,10747,导语：据美国约翰斯·霍普金斯大学发布的全球新冠肺炎数据实时统计系统，截至美国东部时间4月14日晚6时，全美共报告新冠肺炎确诊602989例，死亡25575例，共检测3081620例。,"[13, 10, 18]",6224,"(13, 10, 18, 2, 12, 9, 1, 4, 15, 14, 16, 3, 5, 7, 6, 21, 20, 22, 23, 0, 19, 17, 11, 8)","(4011, 1137, 323, 314, 217, 149, 143, 120, 88, 80, 65, 58, 56, 36, 29, 19, 19, 16, 13, 9, 8, 7, 5, 4)"
中国银行暂停客户原油宝新开仓交易,1431,导语：中国银行公告，鉴于当前的市场风险和交割风险，自4月22日起暂停客户原油宝（包括美油、英油）新开仓交易，持仓客户的平仓交易不受影响。,"[6, 5, 1]",6225,"(6, 5, 1, 2, 3, 9, 4, 13, 8, 10, 16, 15, 21, 18, 17, 22, 19, 11, 12, 7, 0, 14)","(1995, 279, 110, 68, 64, 58, 33, 20, 18, 17, 16, 15, 13, 11, 8, 6, 5, 4, 4, 2, 1, 1)"
49人藏货车车厢非法出境,300,导语：云南孟连，近日民警在一货车车厢内查获涉嫌非法出境人员49名，还有人不戴口罩。,"[6, 1, 8]",6226,"(6, 1, 8, 19, 13, 11, 9, 3, 4, 16, 15, 21, 0, 20)","(833, 114, 17, 16, 14, 8, 8, 8, 5, 5, 4, 3, 2, 2)"
阳澄湖螃蟹大量滞销,12819,导语：受疫情影响，江苏苏州阳澄湖螃蟹大量滞销。蟹农说，原来卖八九十元一斤，现在二三十元也难卖。,"[1, 4, 6]",6227,"(1, 4, 6, 2, 3, 9, 5, 8, 12, 11, 18, 13, 19, 0, 15, 17, 16, 20, 7, 10, 23, 14)","(1240, 283, 264, 185, 181, 113, 50, 39, 37, 33, 32, 29, 19, 11, 9, 9, 7, 7, 5, 5, 5, 1)"
钟南山强调必须重视入境人员检测,12671,导语：钟南山院士说，我们国内的病情基本稳定住了，但是其他国家的发展不容乐观……,"[13, 5, 0]",6228,"(13, 5, 0, 14, 2, 4, 1, 20, 3, 7, 12, 11, 17, 18, 22, 9, 6, 10, 19)","(1427, 282, 176, 38, 28, 14, 9, 9, 8, 7, 7, 6, 5, 4, 3, 2, 2, 2, 1)"
超大长靴,12081,导语：#超大长靴# 看不懂的时尚系列！,"[3, 1, 8]",6229,"(3, 1, 8, 12, 22, 13, 11, 20, 18, 23, 14, 19, 9, 2, 21, 0, 16)","(56, 38, 11, 9, 7, 6, 5, 4, 3, 3, 3, 2, 1, 1, 1, 1, 1)"
女生汗毛多是什么体验,4514,导语：女生汗毛多是什么样的体验？带话题发微博来参与讨论～,"[3, 4, 2]",6230,"(3, 4, 2, 11, 1, 19, 8, 16, 6, 13, 12, 18, 0, 14, 9, 23, 5, 10, 21, 17)","(1123, 594, 307, 152, 76, 58, 42, 42, 21, 17, 15, 12, 9, 9, 8, 8, 7, 7, 2, 1)"
女生睡前vs男生睡前,4532,导语：带话题发微博，来和大家分享下你的睡前必须要做些什么吧！,"[3, 2, 8]",6231,"(3, 2, 8, 0, 18, 11, 9, 17, 16, 7, 1, 14, 21, 22, 5, 19, 4, 12, 13, 20, 15)","(144, 56, 23, 19, 18, 13, 12, 12, 9, 8, 8, 8, 7, 6, 6, 4, 3, 3, 3, 3, 1)"
朱广权rap,7440,导语：朱广权开唱rap ：为什么“小朱配琦”一定要奔现，这次再掉线就是我们俩一起消失不见，不会的，肯定是你的手机没电……,"[8, 2, 5]",6232,"(8, 2, 5, 3, 1, 13, 14, 20, 15, 4, 23, 17, 0, 18, 16, 7, 10)","(1145, 205, 162, 52, 23, 9, 9, 9, 8, 7, 7, 7, 4, 3, 3, 1, 1)"
怀吉给徽柔烤芋头,6124,导语：《清平乐》徽柔难过可以有怀吉陪伴，但又有谁知道怀吉心里的委屈…,"[4, 0, 3]",6233,"(4, 0, 3, 7, 1, 16, 17, 6, 8, 10, 22, 13, 2, 15, 9, 11)","(642, 50, 24, 19, 18, 13, 11, 10, 8, 8, 7, 7, 4, 3, 2, 1)"
美单方面退出伊核协议无视国际法,10647,导语：中国外交部发言人耿爽表示，当前中东形势紧张升级，伊核问题也在面临严峻挑战。美国单方面退出伊核协议无视国际法和国际义务，对伊进行极限施压，并阻挠其他方面履约，这是伊核紧张局势的根源所在，也应该是各方客观公正解决伊核问题的基本发起点。,"[6, 11, 2]",6234,"(6, 11, 2, 1, 4, 10, 15, 17, 18, 19, 9, 14, 8, 3, 22, 5, 0, 20)","(631, 18, 11, 11, 10, 9, 8, 8, 6, 5, 4, 3, 2, 2, 2, 2, 2, 1)"
仲菲菲微博评论,1809,导语：创3选手仲菲菲因为中非混血，遭到了大量歧视性评论攻击，太可气了！！,"[6, 1, 5]",6235,"(6, 1, 5, 9, 11, 19, 13, 18, 22, 2, 3, 10, 14, 20, 4, 21, 12, 7, 15, 16, 8, 23, 17)","(4289, 1518, 205, 138, 68, 45, 41, 30, 26, 14, 12, 12, 7, 7, 6, 6, 6, 3, 3, 3, 2, 2, 2)"
英国人集体鼓掌感谢医务人员,11244,导语：周四晚上，英国各地民众在阳台上、窗前鼓掌感谢医务工作者，随后NHS发文表示，被感动到了。,"[9, 0, 1]",6236,"(9, 0, 1, 5, 2, 14, 3, 8, 21, 10, 4, 23, 16, 12, 11, 15, 6, 13, 20, 19)","(508, 466, 149, 111, 81, 23, 20, 13, 13, 11, 9, 9, 9, 8, 5, 5, 5, 5, 4, 1)"
中国已向世卫组织捐款2000万美元,1354,导语：外交部发言人赵立坚：中方已经向世卫组织捐款2000万美元，并将继续向世卫组织提供力所能及的支持和帮助。,"[0, 5, 1]",6237,"(0, 5, 1, 6, 2, 13, 11, 9, 14, 12, 21, 23, 22, 8, 3, 7, 19, 17, 10, 4, 18, 16, 20, 15)","(3774, 704, 312, 292, 79, 66, 31, 27, 21, 18, 17, 15, 8, 7, 7, 7, 6, 6, 5, 4, 3, 3, 3, 2)"
山东新增本土2例初步判断为关联病例,5249,导语：据山东省卫健委通报，2020年4月7日0时至24时，山东新增确诊病例2例（初步判断系境外输入关联病例）。,"[6, 4, 1]",6238,"(6, 4, 1, 12, 2, 18, 16, 11, 14, 13, 3, 15, 0, 5, 17, 21, 10, 8, 9, 19, 23, 22)","(2798, 339, 136, 88, 48, 45, 35, 26, 19, 15, 14, 13, 11, 9, 9, 8, 6, 5, 5, 5, 4, 1)"
公共场合失控大哭的经历,2392,导语：你们有公共场合失控大哭的经历吗？带上话题发微博一起来聊聊吧～,"[4, 3, 22]",6239,"(4, 3, 22, 6, 10, 8, 18, 11, 9, 12, 19, 0, 2)","(80, 41, 11, 7, 7, 6, 5, 3, 3, 3, 2, 2, 1)"
